web-scraper-order,web-scraper-start-url,link,link-href,title,poster_url-src
1672162779-526,"https://www.imdb.com/search/title/?genres=mystery&explore=title_type,genres&pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=f1cf7b98-03fb-4a83-95f3-d833fdba0471&pf_rd_r=CM4KZ759BV5JSSY48F32&pf_rd_s=center-3&pf_rd_t=15051&pf_rd_i=genre&ref_=ft_gnr_pr3_i_2",Gato de Botas 2: O Último Pedido,https://www.imdb.com/title/tt3915174/?ref_=adv_li_tt,Gato de Botas 2: O Último Pedido,"https://m.media-amazon.com/images/M/MV5BNjMyMDBjMGUtNDUzZi00N2MwLTg1MjItZTk2MDE1OTZmNTYxXkEyXkFqcGdeQXVyMTQ5NjA0NDM0._V1_QL75_UX190_CR0,4,190,281_.jpg"
1672162784-527,"https://www.imdb.com/search/title/?genres=mystery&explore=title_type,genres&pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=f1cf7b98-03fb-4a83-95f3-d833fdba0471&pf_rd_r=CM4KZ759BV5JSSY48F32&pf_rd_s=center-3&pf_rd_t=15051&pf_rd_i=genre&ref_=ft_gnr_pr3_i_2",Mentes Criminosas,https://www.imdb.com/title/tt0452046/?ref_=adv_li_tt,Mentes Criminosas,"https://m.media-amazon.com/images/M/MV5BZWVjZWUyMzUtMGRiMS00MzhkLWI5NTQtYjBmZWVlZThjZjFkXkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_QL75_UX190_CR0,2,190,281_.jpg"
1672162788-528,"https://www.imdb.com/search/title/?genres=mystery&explore=title_type,genres&pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=f1cf7b98-03fb-4a83-95f3-d833fdba0471&pf_rd_r=CM4KZ759BV5JSSY48F32&pf_rd_s=center-3&pf_rd_t=15051&pf_rd_i=genre&ref_=ft_gnr_pr3_i_2",Three Pines,https://www.imdb.com/title/tt15351648/?ref_=adv_li_tt,Three Pines,"https://m.media-amazon.com/images/M/MV5BZTc4ZGQ5NDktNjZkMy00MzM0LWI3NzEtYTkzZGI5ZTU5ZmE2XkEyXkFqcGdeQXVyMTI5NTE5NDE1._V1_QL75_UY281_CR46,0,190,281_.jpg"
1672162791-529,"https://www.imdb.com/search/title/?genres=mystery&explore=title_type,genres&pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=f1cf7b98-03fb-4a83-95f3-d833fdba0471&pf_rd_r=CM4KZ759BV5JSSY48F32&pf_rd_s=center-3&pf_rd_t=15051&pf_rd_i=genre&ref_=ft_gnr_pr3_i_2",Periféricos,https://www.imdb.com/title/tt8291284/?ref_=adv_li_tt,Periféricos,"https://m.media-amazon.com/images/M/MV5BNTlhMWQyYTAtZjFjMS00M2UzLThiNzMtNTVhN2FkZjAwZWY2XkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_QL75_UX190_CR0,28,190,281_.jpg"
1672162795-530,"https://www.imdb.com/search/title/?genres=mystery&explore=title_type,genres&pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=f1cf7b98-03fb-4a83-95f3-d833fdba0471&pf_rd_r=CM4KZ759BV5JSSY48F32&pf_rd_s=center-3&pf_rd_t=15051&pf_rd_i=genre&ref_=ft_gnr_pr3_i_2",A Lenda do Tesouro Perdido: No Limiar da História,https://www.imdb.com/title/tt12580982/?ref_=adv_li_tt,A Lenda do Tesouro Perdido: No Limiar da História,"https://m.media-amazon.com/images/M/MV5BZGQ4Yjg4ZDYtMzFkZi00ZThhLThkNDUtZDZmYzY5YWQ1Y2JmXkEyXkFqcGdeQXVyMTUwNjg3NTUw._V1_QL75_UX190_CR0,2,190,281_.jpg"
1672162798-531,"https://www.imdb.com/search/title/?genres=mystery&explore=title_type,genres&pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=f1cf7b98-03fb-4a83-95f3-d833fdba0471&pf_rd_r=CM4KZ759BV5JSSY48F32&pf_rd_s=center-3&pf_rd_t=15051&pf_rd_i=genre&ref_=ft_gnr_pr3_i_2",Amsterdam,https://www.imdb.com/title/tt10304142/?ref_=adv_li_tt,Amsterdam,"https://m.media-amazon.com/images/M/MV5BNDQwNzE0ZTItYmZjMC00NjI3LWFlNzctNTExZDY2NWE0Zjc0XkEyXkFqcGdeQXVyMTA3MDk2NDg2._V1_QL75_UX190_CR0,2,190,281_.jpg"
1672162802-532,"https://www.imdb.com/search/title/?genres=mystery&explore=title_type,genres&pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=f1cf7b98-03fb-4a83-95f3-d833fdba0471&pf_rd_r=CM4KZ759BV5JSSY48F32&pf_rd_s=center-3&pf_rd_t=15051&pf_rd_i=genre&ref_=ft_gnr_pr3_i_2",X - A Marca da Morte,https://www.imdb.com/title/tt13560574/?ref_=adv_li_tt,X - A Marca da Morte,"https://m.media-amazon.com/images/M/MV5BYWViYTA0M2UtOWU5Yy00YmZiLTkyZjAtNjk3YjFkYjcyNjEwXkEyXkFqcGdeQXVyMjcwMzM0OTI@._V1_QL75_UY281_CR18,0,190,281_.jpg"
1672162806-533,"https://www.imdb.com/search/title/?genres=mystery&explore=title_type,genres&pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=f1cf7b98-03fb-4a83-95f3-d833fdba0471&pf_rd_r=CM4KZ759BV5JSSY48F32&pf_rd_s=center-3&pf_rd_t=15051&pf_rd_i=genre&ref_=ft_gnr_pr3_i_2",1899,https://www.imdb.com/title/tt9319668/?ref_=adv_li_tt,1899,"https://m.media-amazon.com/images/M/MV5BMTU1N2I5OTgtNDE2MS00ZTdmLWJlODktNDMwMGVmNzY5NmUxXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_QL75_UY281_CR18,0,190,281_.jpg"
1672162810-534,"https://www.imdb.com/search/title/?genres=mystery&explore=title_type,genres&pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=f1cf7b98-03fb-4a83-95f3-d833fdba0471&pf_rd_r=CM4KZ759BV5JSSY48F32&pf_rd_s=center-3&pf_rd_t=15051&pf_rd_i=genre&ref_=ft_gnr_pr3_i_2",Alice in Borderland,https://www.imdb.com/title/tt10795658/?ref_=adv_li_tt,Alice in Borderland,"https://m.media-amazon.com/images/M/MV5BZmUwMGI4M2QtYmRlYy00NDQ1LThjNDAtYTI4NDNiNDg5MDViXkEyXkFqcGdeQXVyMzgxODM4NjM@._V1_QL75_UX190_CR0,2,190,281_.jpg"
1672162813-535,"https://www.imdb.com/search/title/?genres=mystery&explore=title_type,genres&pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=f1cf7b98-03fb-4a83-95f3-d833fdba0471&pf_rd_r=CM4KZ759BV5JSSY48F32&pf_rd_s=center-3&pf_rd_t=15051&pf_rd_i=genre&ref_=ft_gnr_pr3_i_2",Entre Facas e Segredos,https://www.imdb.com/title/tt8946378/?ref_=adv_li_tt,Entre Facas e Segredos,"https://m.media-amazon.com/images/M/MV5BZTNlOGVjYjEtMzQxNy00ZmQwLWIwN2QtZjg2YjhlMjQ4NDUyXkEyXkFqcGdeQXVyMTAzMDM4MjM0._V1_QL75_UY281_CR1,0,190,281_.jpg"
1672162817-536,"https://www.imdb.com/search/title/?genres=mystery&explore=title_type,genres&pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=f1cf7b98-03fb-4a83-95f3-d833fdba0471&pf_rd_r=CM4KZ759BV5JSSY48F32&pf_rd_s=center-3&pf_rd_t=15051&pf_rd_i=genre&ref_=ft_gnr_pr3_i_2",Glass Onion: Um Mistério Knives Out,https://www.imdb.com/title/tt11564570/?ref_=adv_li_tt,Glass Onion: Um Mistério Knives Out,"https://m.media-amazon.com/images/M/MV5BYmFkNDg5N2MtOTM5ZS00OTY0LWE4NjMtY2UzMzg2MzE3YTc2XkEyXkFqcGdeQXVyMTUzNzc3NDAz._V1_QL75_UY281_CR6,0,190,281_.jpg"
1672162821-537,"https://www.imdb.com/search/title/?genres=mystery&explore=title_type,genres&pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=f1cf7b98-03fb-4a83-95f3-d833fdba0471&pf_rd_r=CM4KZ759BV5JSSY48F32&pf_rd_s=center-3&pf_rd_t=15051&pf_rd_i=genre&ref_=ft_gnr_pr3_i_2",Wandinha,https://www.imdb.com/title/tt13443470/?ref_=adv_li_tt,Wandinha,"https://m.media-amazon.com/images/M/MV5BOGFhZmY3MzktZDUzOS00OWY2LWFiM2QtNGM0NjE5NDE1NzYzXkEyXkFqcGdeQXVyMTU4NTQzODM2._V1_QL75_UX190_CR0,0,190,281_.jpg"
